"Cont_Target","tmin_L16","tmax_L17","tmean_L17","ndvi_L0","Agr","Gra","For","Wat","Ope","Par","Edu","Hea","Cem","Mil","Gov","Ind","Com","Tra","Inf.","Vlo","Low","Med","Hig","Vhi","RND","FloodRisk","l_sgpm_L6","uw_L5","vw_L11","rh_L4"
0,23.33508216,42.50296402,32.93461031,0.113984375,0,0,0,0,0,0,16.20351938,0.011110584,0,0,0,32.8007747,8.641644264,0,0,0,0,1.195683018,38.17449199,0,0.019046905,0.177693624,1.241727499,-2.338952654,-0.678812212,78.50664952
0,23.8199835,41.02599826,32.48532281,0.114,0,0,0,0.006397758,0,0,10.33879915,0,0,0,0,21.72941131,20.13528722,0,0,0,13.26481903,27.98898196,6.536309269,0,0.016606096,1.072495798,1.331288934,-2.881216109,-0.296013276,79.03892743
0.066916133,23.17779687,37.99896079,30.63844943,0.216626168,0,0,0,2.468571934,7.705904981,0,0.164631755,0,0.126174335,0,0,39.58591851,6.793376741,0,0,0,0.00466436,43.15075739,0,0,0.018184983,0.328088823,1.241727499,-2.338952654,-0.678812212,78.50664952
0,23.27489067,42.56354625,32.97542805,0.150888889,0,0,0,0,0,0,0.246121661,0,0,0,0,19.4644154,0,0,0,0,0,80.14679413,0,0.142668802,0.017448113,0.344228922,1.246762216,-2.338952654,-0.678812212,78.50664952
0,23.42610638,41.37296491,32.43613628,0.1323125,0,0,0,2.367451248,0,0,0,0,8.224500668,0,0,1.130067324,4.144919572,0,0,0,0,66.60448025,17.52857611,0,0.026249095,0.838014525,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.49309778,40.03282429,31.78903047,0.147507463,0,0,0,3.676907871,11.68276674,1.314193416,1.408722677,1.654098208,0,0,0,0.073623098,2.767970428,0,1.497759579,2.167384327,64.31340028,4.306818919,3.755360603,0.309697425,0.015280632,1.07819081,1.331288934,-2.881216109,-0.296013276,79.03892743
0,24.12333474,36.78993653,30.47642292,0.305655172,0,0,3.55905627,0,17.91191879,0,4.097012053,0.691589529,0,0,0,0,0,0,0,0,5.386987338,0,0.11698623,56.25215022,0.016182292,0.302340247,1.230806438,-2.544069687,-0.308544321,79.76910463
0.441659291,23.59351739,40.91768756,32.33629844,0.313221519,0,0,0,0,0,0,3.991513654,0,0.527190048,0.277430251,0,0,0.999514598,0,0,0,13.36908653,80.67103797,0,0.164226957,0.013947629,0.286884352,1.331288934,-3.047808864,-0.268801306,79.66513423
0.267955082,23.69078771,41.59320017,32.68481377,0.142688889,0,0,0,0,0.012990784,0,1.171160665,0.038008706,10.60920281,0,0,9.24757956,6.326397586,0.256874902,0.701277142,0,2.662427773,67.41650033,0.746858421,0,0.017315705,0.705759376,1.32645227,-2.495606541,-0.568225853,78.65993029
0,23.48466563,40.33665569,31.97681068,0.24584456,0,0,0,0,4.204723368,0,0,0.155335392,0,0,0,9.4225821,20.75410995,0,0,0,31.7043117,31.4087771,0.411366963,0,0.02334476,1.073764631,1.399666043,-3.365229905,-0.301934459,79.23993669
0,24.08465269,40.47121002,32.35340274,0.176,0,0,0,0,0,0,0,0,0,0,0,5.311878466,10.64597333,0,0,0,0,75.12204659,8.920147561,0,0.020351406,0.055606317,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.94667467,41.72468267,32.89591912,0.314972222,0,0,0,0,2.581151095,0.357153905,1.326591645,0,0.070196468,0,0,5.49475135,5.046785755,0,0.000931259,1.442791987,0.661531124,11.0714857,66.44124551,5.5033034,0.022778432,0.254567812,1.331288934,-3.047808864,-0.268801306,79.66513423
0,24.41808516,39.45255941,31.9741551,0.229095238,0,0,0,10.31160792,1.852224185,0,0.700626032,0.045426157,0.161254452,0,0,0.964265061,1.791241651,0,0,0,0,16.68961934,62.02226074,3.659944848,0.021852926,0.616214566,1.230806438,-2.544069687,-0.308544321,79.76910463
0,23.91235764,41.80113359,32.85975306,0.105318182,0,0,0,0,0,0,2.082140924,4.805133876,1.603876678,0,0,0,8.714235233,0,0,0,0,81.20835795,0,0,0.0197593,0.396062636,1.318880834,-2.881216109,-0.296013276,79.03892743
0,23.89275088,41.68179069,32.78790498,0.1075,0,0,0,0,0,0,11.36303625,0,0,0,0.173461843,0,0,0,0,0,0,81.5742736,0,0,0.03530961,0.054893744,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.63019119,40.40470892,32.03161404,0.118666667,0,0,0,5.691652375,0.340237103,0,9.644607183,20.14222141,0,0,0,0.451375237,18.62104832,0,0.799169776,1.190145244,18.31599643,20.78052455,0,0.633976834,0.015910095,1.66288079,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.80727276,41.82691867,32.82257322,0.106318182,0,0,0,0,0,0,3.187755904,0.112591073,0,0,0.016935175,0,10.11470744,0,0,0,78.00527464,0.446343687,0,0.001222744,0.017530947,0.089358565,1.327192165,-2.881216109,-0.296013276,79.03892743
0,23.96887041,39.90190617,31.98341445,0.230857143,0,0,0,0,0,0,6.78117642,0,0,0,0,0,34.42927315,0,0,0,0,50.23336439,0,0,0.01901308,0.128686764,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.99555271,40.31257222,32.2079163,0.160381818,0,0,0,0,1.423048544,0,6.750940609,0,0,0,0,0.70222517,25.72590628,0,0,0,0,62.56776834,1.187525456,0,0.021539615,0.409122175,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.906169,40.14650924,32.07749088,0.1732,0,0,0,0,0,0,0.239238109,0,0,0,0,0.001038604,23.79402809,0,0,0,0,75.9657699,0,0,0.01891352,0.587661935,1.331288934,-2.881216109,-0.296013276,79.03892743
0.140753056,22.43040921,41.74847957,32.16871747,0.210902439,0,0,0,0.959704278,0,0,3.402467615,0,0,0,0.555494806,0,5.883835194,0,0,0,8.129261876,0,81.06923822,0,0.040004364,0.19713949,1.331288934,-2.942164678,-0.286057677,79.26747749
0,23.64968349,37.33948325,30.57055151,0.267711111,0,0,0,0,3.89319289,0,0,13.88698976,0,0,51.4047702,0,15.44235547,0,7.688924484,0,0,0.001042429,0,0,0.030082503,0.405661205,1.327363257,-2.567908335,-0.517185995,78.73080844
0,24.38291204,36.68823632,30.54075487,0.240419355,0,0,0,0,11.89227887,0,3.134401267,0,0,0,0,0.626698139,7.672480632,0,0,28.69291564,0,0,0,26.03828609,0.015428246,0.441039627,1.230806438,-2.544069687,-0.308544321,79.76910463
0,24.27375781,38.71006947,31.50242774,0.0748,0,0,0.97294146,6.346072266,0.103738568,33.54883944,7.46817876,4.03657444,0.204134879,0,15.47101478,3.08196904,16.20935001,0.924675645,0,0,0,0,0,3.305916289,0.024743879,0.901001561,1.230806438,-2.881216109,-0.296013276,79.03892743
0,23.4912781,39.56432856,31.54174136,0.152666667,0,0,0,0,0,0,0,0,0,0,0,13.18413591,6.836633727,0,0,0,1.212850915,53.42930277,0,25.33696571,0.022883056,0.682718763,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.91093394,38.21027286,31.11520012,0.214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0.016670465,0.014383093,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.929696,38.61281349,31.32506652,0.2265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.36950085,0,0.048459683,0.072015034,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.98598218,39.82043537,31.95466574,0.264,0,0,0,0,0.126150789,0,30.8068195,0,0,0,0,0,0,0,0,0,0,7.374966363,55.29185396,0,0.018275259,0.045101607,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.98598218,39.82043537,31.95466574,0.264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63.13375308,0,0.030983961,0.114060956,1.331288934,-2.881216109,-0.296013276,79.03892743
0.083777597,22.38510417,36.9380125,29.69547168,0.366939163,0,0,0.006532666,0,3.850895015,0,1.530320977,0.665432157,0.332717182,0,0,0,6.460316621,0.310477314,8.621430146,15.27054266,27.37855282,35.56822542,0,0,0.020286807,0.357755353,1.324471884,-2.338952654,-0.678812212,78.50664952
0,22.90111476,38.87224556,30.95812723,0.382030151,0,0,0,0,0,23.72300702,0,0,2.000121119,0.16195582,0,0,0.909223866,0,0,0,71.84774673,1.228841424,0,0.129103606,0.013556282,0.220929949,1.331288934,-3.028554425,-0.271946408,79.59252495
0,23.00092692,39.19521115,31.16264954,0.442756667,0,0,0,0,0,5.754571306,0.202627496,0.200580779,42.59401262,15.79170713,0.079562035,0,0,0,0,0.439864157,22.95723084,0,11.97764935,0,0.023056703,0.283092355,1.331288934,-3.047808864,-0.268801306,79.66513423
0.251653335,23.40854566,39.08048428,31.29507151,0.266093863,0,0,0,0.287128707,12.2207922,0,1.652538349,0.204721344,0.080145791,0,0.27188238,5.951910772,0.023933645,0,0.551114043,0,0.507365906,4.177433921,71.8394169,0.010058368,0.023743046,0.197032241,1.244679072,-2.338952654,-0.678812212,78.50664952
0,22.28301129,37.64989729,30.02095731,0.423678431,0,0.761311498,4.578043142,6.295479393,0.020428059,0,1.194844965,0,0.16482819,0,0.266052208,0.081279879,7.63460375,0,0,47.23712449,3.129983443,28.60600133,0,0.029991151,0.021825535,0.182318323,1.305108647,-2.31408991,-0.726247419,78.28892988
0,23.37317208,40.01883952,31.72934703,0.175826923,0,0,0,0,2.196947648,0.392048614,7.037072339,1.330400561,0.140381205,0,0,0,20.43592664,0,0,0,66.54809734,0.44794538,0.048889299,0.341304536,0.021359711,0.388461938,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.62993883,41.07422827,32.42152667,0.141375,0,0,0,1.038785352,0,2.225011581,0.567199962,0,1.244987412,0,2.894663655,0.488928563,21.51873631,0,0,0,18.19036526,39.83258544,9.481170687,0,0.0255679,0.191146187,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.63999071,41.18270504,32.46763162,0.109680851,0,0,0,7.221547264,0,1.070248658,8.389478853,0,17.55622022,0,0,10.88853772,1.045075265,0,3.284261446,0,9.716193981,34.32420216,0,0,0.019541264,0.527584468,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.50882757,39.05174197,30.8324842,0.299157407,0,0,0,0,0,0,1.361078531,0,0,0,0.110444993,1.518385655,11.05798934,2.208208877,2.37810841,0.357554739,0,8.073447057,72.93479155,0,0.022136988,0.710284298,1.324471884,-2.338952654,-0.678812212,78.50664952
0,23.29549227,40.93627749,32.16353098,0.184076923,0,0,0,0,0,0,0,0,0,0,0,27.27641846,0.40895724,0,0,0,17.06751766,0,54.6452586,0.601848042,0.024203072,0.625367494,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.3293023,41.03661329,32.23050444,0.142117647,0,0,0,0,0,0,9.64301528,0,0,0,0,0,0,0,0,0,0,25.58303994,47.81933503,16.95464466,0.017821432,0.015863299,1.331288934,-2.881216109,-0.296013276,79.03892743
0.149944478,21.81692454,36.11205581,28.97115986,0.479512,30.45647189,0.347814649,0,11.6650418,7.054717941,0,0,0,3.800058713,0,0,0,0,0,0,6.2217451,4.252469106,1.833353213,24.29802034,4.036593932,0.0107931,0.546552977,1.331288934,-3.047808864,-0.268801306,79.66513423
0,23.8199835,41.02599826,32.48532281,0.114,0,0,0,0,0,0,4.726426958,0,0,0,0,11.17784507,0.093907316,0,0,0,0,0,31.81737436,52.18440493,0.023573516,0.130449579,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.48940411,40.39986178,31.96143264,0.157614583,0,0,0,0,0,0,1.020542204,0,0,0,1.7e-06,45.04351592,13.2600861,0,0,0,8.69508998,25.0357928,0,4.609251739,0.018340127,0.126459714,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.43130852,38.29009595,30.42302697,0.23732342,0,0,0,0,0,0,2.645712771,0,0,0,0.159388225,0.257366464,2.591311582,0,43.43967632,0,0,50.90560445,0,0,0.021449369,0.221594264,1.324471884,-2.338952654,-0.678812212,78.50664952
0,23.03080762,40.12749036,31.62847443,0.202482759,0,0.001382157,0,35.32289455,2.784025128,0,0,0,0,0,0,0,11.00465079,0.313770729,0,0,22.54912739,25.03253466,2.991611965,0,0.016742365,0.273496783,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.62567356,40.36273435,32.05429117,0.136548387,0,0,0,20.68250646,0,0,2.565593657,0,0,0,0,17.67101932,0.875563868,0,0,0,0,0.260734277,22.03457646,35.90973531,0.026802536,0.697610567,1.331288934,-2.881216109,-0.296013276,79.03892743
0.188881194,23.89651642,34.54433586,29.3081875,0.390878505,12.26455071,0,0,17.50179976,10.35086985,0,0,0,0.333858816,0,0,8.925794509,0,0,0,0,0.002643617,38.70991167,11.85175002,0,0.009793852,0.403926832,1.3591565,-3.240315873,-0.191084706,79.47432666
0,24.33586365,36.70666948,30.5290947,0.2781,0,0,0,0,0.425840532,0,0,0,0,0,0,0,0,0,0,0.088697314,0,0,0,87.73109887,0.020824109,0.3650725,1.230806438,-2.544069687,-0.308544321,79.76910463
0,23.61965694,39.14937153,31.4323144,0.145146341,0,0,0,0,0,0,2.762302463,0,3.69848288,0,0,4.020440141,13.30306862,0.740352232,1.169352501,4.669755545,4.90132701,63.21295826,0,0,0.021578788,0.243799199,1.331288934,-2.881216109,-0.296013276,79.03892743
0,24.014344,39.45621193,31.80649371,0.19528169,0,0,7.186850603,4.349106975,4.246492163,3.757208367,0.660642735,0,0.575612593,0,0.653628124,2.139836799,0,0,0,0,0,61.95177524,12.90572888,0,0.025051792,1.114087854,1.331288934,-2.881216109,-0.296013276,79.03892743
0,24.6470198,39.03334532,31.82294929,0.060106061,0,0,0,11.65950555,5.146106786,16.13071175,12.25349222,0,4.288720874,0,5.49059729,2.275718764,36.58300037,0,0,0,0,3.549276957,2.622880923,0,0.024605461,0.32661319,1.230806438,-2.881216109,-0.296013276,79.03892743
0,23.4100827,40.284142,31.78934155,0.192,0,0,0,0,0,0,0,0,0,0,0,0,9.527336646,0,0,0,0,0,90.47279433,0,0.027258093,0,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.46233426,37.333699,30.44261144,0.370061224,0,0,0,51.15714951,1.068311665,0,0,0,0,0,0,5.941389847,0,0,0,0,0,15.93687082,25.89627464,0,0.014493504,1.014973545,1.241727499,-2.338952654,-0.678812212,78.50664952
0,24.16007353,38.82300825,31.54973641,0.298342105,0,0,0,11.92231702,16.34165987,0.094538571,0.794615257,0,0.655162346,0,0,15.31191232,0,0,0,0,1.387836271,41.73954356,11.75244174,0,0.017088992,2.691980275,1.337390831,-2.914826046,-0.301548558,79.04878599
0,23.62125292,40.66540149,32.16960497,0.151857143,0,0,0,0.966762767,0,0,12.83430435,5.169025166,0,0,0,7.586146752,1.008118789,0,0,0,0.490433267,71.83671509,0.10848845,0,0.018468189,0.735070399,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.96975732,40.1102118,31.61116861,0.223666667,0,0,0,9.589895416,23.96972179,0,0.296793144,0.109447974,0.100996577,0,0,27.48835535,0,0,0,0,1.760503521,0,36.68428622,0,0.009635968,0.400295804,1.335219272,-3.070052058,-0.258820482,79.62320567
0,22.82395486,40.36324923,31.64281219,0.301113744,0,0,0,0.406875837,10.55333399,0.159085101,1.592992719,0,2.664234706,0,0,8.931789311,1.397554479,0.802857257,2.653888231,8.289618682,22.68222357,28.96633828,10.89900644,0,0.02241101,0.209082957,1.253049389,-2.25248975,-0.843773318,77.75231152
0,23.95507503,39.95228662,32.01826784,0.223416667,0,0,0,9.391993909,12.46407214,6.261528286,1.033412104,0,0,0,0,14.31177068,13.59287486,0,0,0,0,40.58127478,0,0,0.02618029,1.748170493,1.345317211,-2.974401392,-0.297153258,79.07754017
0,23.36952781,40.21325991,31.84061924,0.146484848,0,0,0,3.72596603,2.41249841,0,16.34860288,21.92874106,0,0,0,21.00191942,3.821119227,0,0,0,4.436854725,9.131763379,1.097504517,13.37204888,0.018947639,0.493579756,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.56271213,40.02205052,31.79884,0.159511628,0,0,0,0,0,0,3.125834635,0,0.786130092,0,2.470435976,0.02831447,14.70620833,10.43423265,0.002963776,0,0,68.05498078,0,0,0.024656179,0.47867958,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.71652512,41.57865385,32.22707478,0.225333333,0,0,0,11.6070905,0,0,0,0.001114998,0,0,8.327422335,0,23.79960936,0,0,0,0,44.32439629,11.94036049,0,0.01772174,0.47167805,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.31979536,41.16040905,32.3244944,0.211272727,0,0,0,0,0,0.035386171,0.91345707,0,0,0,0.000778284,25.4072067,10.07634742,0,0,0.057234829,0,63.50908854,0,0.000436931,0.019304863,0.082195375,1.331288934,-2.881216109,-0.296013276,79.03892743
0,24.17914104,40.16097681,32.23358516,0.185,0,0,0,3.332342382,0.227159224,0,0,0,0,0,0,19.24635005,0.809897716,0,0,0,0,75.31093402,0,1.07330707,0.032362071,1.784788173,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.79625462,41.9611033,32.93201181,0.125,0,0,0,0,0,0,0.123835845,0,0,0,0,13.40526044,11.11865198,0,0,0,0,25.9786207,0,27.04797875,0.020377374,2.077327214,1.324471884,-2.338952654,-0.678812212,78.50664952
0,23.48574439,39.35163084,31.4691129,0.156520833,0,0,0,3.157565791,0,0,0,0,8.583103904,0,0,7.674803758,5.108542938,2.481695783,0,0,21.60242698,46.05770335,0,5.063820922,0.018007417,0.152453381,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.48341883,40.28474319,31.92423553,0.14875,0,0,0,0,0,7.930481768,2.190401195,0,22.01206934,0,2.490014357,0,28.01283481,0,0.027086006,0,13.95366828,18.10108529,4.817811004,0.44764004,0.01586423,0.564920795,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.61545593,37.47024395,30.59685361,0.279555556,10.77174103,0,0,0,0,0,0.112056665,0,0,9.678686972,0,0,0,0,5.28276676,0,10.40958413,7.649835971,52.58766313,3.507737993,0.018404705,0.102692087,1.327514902,-2.579958634,-0.508679352,78.7426214
0,24.43928161,39.46075752,31.98670931,0.208113208,0,0,0,25.44404928,14.86921779,0,5.690415265,0.661026007,0,0,0,0,28.81233461,0,3.497160457,0,0,0.304540099,19.08548592,0,0.017744478,1.384279301,1.230806438,-2.544069687,-0.308544321,79.76910463
0,21.95868824,31.10756002,26.57077636,0.644279941,1.339252168,4.580599726,77.0437923,15.96452754,0.175501854,0.020583947,0.001578075,0,0,0,0,0.308257901,0.000954542,0,0.027849003,0.189546576,0.029405441,0.07264975,0.003685504,0,0.002963649,0.573675595,1.390829072,-2.547046548,-0.756426541,79.51490723
0,24.5163419,41.19178393,32.90549823,0.118555556,0,0,0,0,0,0.466989249,4.009608832,0,0,0,0,5.592822791,9.683047765,0,0.63147677,0,0.86078665,78.60857441,0,0.14667,0.025276157,0.584611648,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.39032458,40.08117605,31.77157795,0.154730769,0,0,0,0,0,0,0.057295176,0,0.842706013,0,0,0.486819746,14.17133147,0,0,0,0,84.44138428,0,0,0.021578524,0.182960973,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.18753646,35.34856468,29.32039155,0.345558036,6.006995788,0,0,0,43.59149395,0,0,0,0,0,0,35.70258343,0.206755129,0,0,0,6.987155435,2.13050237,0.055427391,1.940049806,0.006944948,0.502345015,1.230356487,-2.306028093,-0.741628424,78.21846633
0,23.92054705,39.60792883,31.82221475,0.201428571,0,0,1.918196627,12.7101808,0,0,0,0,0,48.86590303,0,0.119185844,0,0,0,0,0,36.3865337,0,0,0.018108677,0.752913226,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.6948469,38.55015929,30.71118445,0.290728814,42.86672431,0,0,1.945024715,6.255657524,0,0.86702734,0,4.82886894,0,0,1.299948846,0,0,0,0.065634226,0,0,40.86670068,0,0.01243259,0.602548351,1.331288934,-3.047808864,-0.268801306,79.66513423
0.202856577,23.24952769,37.69491321,30.51467699,0.313895028,0,0,0,0,60.2033589,0,0.145339965,0,0,0,0,26.03714662,0.756977928,0,0,0,0,7.151823352,4.852134449,0,0.011726243,1.082079945,1.241727499,-2.338952654,-0.678812212,78.50664952
0,23.39823455,40.24232567,31.78298928,0.187368421,0,0,0,0,0.513278363,0,0,7.833018412,0.313110186,0,0.052251284,0,0,0,0.425717208,0,39.31462136,51.54800542,0,0,0.016508797,0.380476171,1.331288934,-2.881216109,-0.296013276,79.03892743
0,22.05574932,38.83189434,30.46289817,0.10024359,0,0,0,1.327032124,0.307208979,0,0.222412211,0,0,0,0,14.26580006,0,0,0.264480774,0,0,12.92653282,0.005544003,70.68098688,0.025750454,0.442271993,1.241727499,-2.338952654,-0.678812212,78.50664952
0,23.96581694,41.9114809,32.96718263,0.132107692,0,0,0,0,0,0,12.98891709,3.308779338,0.448621762,0,2.024577217,0,2.745049076,0,0,0,68.14166895,6.028322405,0,0,0.014852117,0.173971158,1.272248448,-2.881216109,-0.296013276,79.03892743
0,23.20661141,36.71880212,29.98350704,0.382718615,7.6022869,0.925241409,0,0,2.151846995,0,1.741367572,0,0.098771068,15.4030993,6.125773973,0.268676147,0.299014378,0,0,0,0,0.451098106,44.79919017,0,0.014695264,0.240797475,1.331288934,-3.047808864,-0.268801306,79.66513423
0,23.57982076,38.10826995,30.90229735,0.278663317,0,0,0,0,3.202888432,0,40.70558633,0,0.798934065,0,0.312273067,0,16.56650026,0.018651932,0.466596079,0,5.907820359,29.36883875,0.609878163,0.176136444,0.023124295,0.38951093,1.329654386,-2.750418894,-0.388346688,78.91013331
0,23.44550017,40.81547439,32.17873598,0.1422,0,0,0,3.483946598,0,0,16.46591121,0,0,0,0,32.67483711,0.030429001,0,0,0,0,0,35.34165112,12.00309027,0.01430192,1.399564611,1.331288934,-2.881216109,-0.296013276,79.03892743
0,24.06532168,41.95092048,33.09780369,0.182372549,0,0,2.316922194,0,3.282392962,0.825640862,2.461776696,0,0.36606012,0,0.384444118,0,31.89418379,0,0.562970307,0,3.107721741,49.20839293,0.938514833,0.000873216,0.023770051,0.472222498,1.331288934,-3.047808864,-0.268801306,79.66513423
0,21.95395152,41.88148153,31.99962948,0.23,0,0,0,8.2948483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91.7051517,0,0.012236086,0.301144904,1.331288934,-3.047808864,-0.268801306,79.66513423
0,23.92141032,42.05731952,33.0175949,0.128181818,0,0,0,0,0,0,5.081114791,0,0,0,0,0,3.171743343,0,0,0,85.39352253,2.287127422,0,0,0.018588847,0.473467235,1.230806438,-2.881216109,-0.296013276,79.03892743
0,23.55831734,40.15422363,31.90523089,0.23315625,0,0,0,0,0,0,0,0,8.468383357,0,0,0,0,0,0,17.34186017,1.445613572,0,72.74414038,0,0.022978034,0.54210502,1.331288934,-3.047808864,-0.268801306,79.66513423
0,23.43058789,40.74212316,32.08708007,0.12808,0,0,0,0,0,0,8.371512039,0,0,0,0.022272187,12.36712623,8.928416356,0,0,0,0,29.50854316,29.4950609,11.30706913,0.02468901,0.114404077,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.23301468,36.24581122,29.78429107,0.244909091,2.568065209,0,0,5.34870729,1.827839929,0,0,0,0,0,0,0.946591974,0,0,2.818338973,0.784038372,24.93177673,33.16067574,23.96113875,0,0.024073299,1.904075791,1.402545936,-2.582021061,-0.629695534,79.15456279
0.201734403,23.13264967,35.85378415,29.58430662,0.28041206,0,0,0,35.90616997,16.16845598,0,0.069382736,0,0.05763541,0,0,6.800656205,7.144104324,0,0,0,7.775559377,22.89907611,0.326608052,0,0.009632529,0.847047889,1.240173249,-2.334401326,-0.687495614,78.46671791
0,24.05198838,39.82370183,31.94946748,0.087275109,0,0,0,0,1.423084261,7.562128685,5.935858508,2.014456203,0.276327137,0.598744538,3.956688587,0,33.72236327,0.205244392,0.0318833,0,0.223272921,21.46772784,7.432974766,2.501136644,0.021823397,0.440157135,1.230806438,-2.881216109,-0.296013276,79.03892743
0,23.52713093,37.68978947,30.70139193,0.16,0,0,0,0,0,0,0,0,0,0,0,0,66.43528828,0,0,0,0,17.87540205,15.68930966,0,0.014782364,0.088556511,1.331288934,-2.881216109,-0.296013276,79.03892743
0,21.52330789,42.01187663,31.83402986,0.234,0,0,0,0,0,0,7.534253727,0,22.51188612,0,1.169319839,0,11.45837557,0,0,0,0,0,57.32613737,0,0.012845337,0.659252001,1.331288934,-2.881216109,-0.296013276,79.03892743
0.27248961,23.91799121,38.48913953,31.26387779,0.251128655,0,0,0,16.13288038,9.983820914,0,0.38054321,0,0.189537676,0,0.891224638,24.56593791,6.084106254,0,5.603735512,0,0,6.306391611,24.54091698,4.920177184,0.014237562,0.75764362,1.241727499,-2.338952654,-0.678812212,78.50664952
0,23.92609098,40.10558319,32.05528623,0.148,0,0,0,0,0,0,73.30849834,0,0,0,0,0.009758918,20.75276329,0,0,0,0,3.804488881,0,0,0.0045257,0.489536299,1.331288934,-2.881216109,-0.296013276,79.03892743
0.113586635,23.33661478,41.41047483,32.43319797,0.209389105,0,0,0,3.485469061,13.7371147,0,0.097022305,0,0.402816841,0,0,17.55953457,4.518825781,0.296083306,0,0,1.060917143,46.26624868,12.51209232,0,0.023172978,1.140422528,1.38307311,-3.24068092,-0.300410789,79.18811239
0,23.48377811,42.03726496,32.78924765,0.131867647,0,0,0,0,0.779176622,0,0,0,0.205625128,0,0.303925331,46.38176219,12.88417386,0,0.148218303,0,12.54589472,17.83099804,0,3.343748846,0.018582532,0.251291792,1.261578941,-2.657931157,-0.453636367,78.81916987
0,24.17518908,38.53403245,31.38074553,0.254595588,0,0,0,0,52.18999579,0,0,0,0,0,0,0,0.017161674,0,0,0,0,0.207172045,44.75746499,2.828205504,0.016413737,0.236477832,1.230806438,-2.544069687,-0.308544321,79.76910463
0,24.09405776,37.14735602,30.65019971,0.315,0,0,6.5621914,0,26.52810484,0,2.966962183,0.121858655,1.260251753,0,0,0,0,0,0,0,1.771721069,0,19.92260648,40.32609415,0.013645068,0.173423767,1.230806438,-2.544069687,-0.308544321,79.76910463
0,23.16500817,36.783734,30.02372179,0.233742857,0,0,0,0,17.22848526,0,0.203477221,0.122099142,0.492261649,0,0,50.61504006,0,0,2.277494272,0,0,1.367088014,5.013706113,21.75577298,0.014390096,0.282738321,1.287027076,-2.338952654,-0.678812212,78.50664952
0,22.63686367,41.48610541,32.10960573,0.328574074,0,0,0,0,3.78049628,0,0,0,0,0,0,19.59150362,0.306764306,0,0,7.808216047,0,43.03623963,23.89492449,1.58185677,0.022392784,0.18690754,1.287624002,-3.071182963,-0.240505224,79.66484025
0,23.52764936,39.58243097,31.6035078,0.16745,0,0,0,0,1.000743763,0.000340582,2.336436207,0.008676903,0.483687182,0,0,0.202066953,8.596485953,0,0,5.147861517,75.79731536,4.850681568,0,1.400240694,0.016515266,0.195255816,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.36726966,41.24281455,32.33532996,0.132,0,0,0,0.829604346,0,0,0.308462801,0,0,0,0,10.87637134,0.990285161,0,0,0,0,79.13018899,7.865087368,0,0.022826909,1.234236734,1.331288934,-2.881216109,-0.296013276,79.03892743
0,23.01557965,37.18775596,30.14866881,0.343630058,0,0,0.561647529,0,0,2.63324537,12.14168003,0.000228562,0,0,0.603390282,3.051293758,1.106385818,0,0,0.000159897,24.76645393,54.88351792,0,0,0.023045671,0.207326242,1.484799554,-2.873464644,-0.579477496,79.97086885
0,23.95339544,39.12128586,31.59016093,0.242289474,0,0,0,0,0,0,6.809837158,9.814953989,1.688581488,0,0,0,19.39028915,0,0,0,0.026461376,59.29973052,0.861088214,0,0.025116053,0.160921492,1.331288934,-2.881216109,-0.296013276,79.03892743
